budget_adj,genres,original_title,popularity,release_year,revenue_adj,vote_average
64399971.6640124,Drama,Blackhat,2.5507470000000003,2015.0,16332697.613613,5.0
27599987.856005296,Action,Sicario,2.487849,2015.0,77303716.7063646,7.1
27599987.856005296,Crime,Sicario,2.487849,2015.0,77303716.7063646,7.1
27599987.856005296,Drama,Sicario,2.487849,2015.0,77303716.7063646,7.1
27599987.856005296,Mystery,Sicario,2.487849,2015.0,77303716.7063646,7.1
27599987.856005296,Thriller,Sicario,2.487849,2015.0,77303716.7063646,7.1
110399952.34402,Action,Fantastic Four,2.4870419999999998,2015.0,154539320.322699,4.4
110399952.34402,Adventure,Fantastic Four,2.4870419999999998,2015.0,154539320.322699,4.4
110399952.34402,Science Fiction,Fantastic Four,2.4870419999999998,2015.0,154539320.322699,4.4
3219998.58320062,Mystery,The Witch,2.46449,2015.0,37190013.0363942,5.8
3219998.58320062,Horror,The Witch,2.46449,2015.0,37190013.0363942,5.8
59799973.6880115,Action,Spy,2.404473,2015.0,216812826.082356,6.9
59799973.6880115,Comedy,Spy,2.404473,2015.0,216812826.082356,6.9
59799973.6880115,Crime,Spy,2.404473,2015.0,216812826.082356,6.9
46091979.7195289,Romance,Focus,2.395366,2015.0,141645863.63582,6.7
46091979.7195289,Comedy,Focus,2.395366,2015.0,141645863.63582,6.7
46091979.7195289,Crime,Focus,2.395366,2015.0,141645863.63582,6.7
46091979.7195289,Drama,Focus,2.395366,2015.0,141645863.63582,6.7
32199985.8320062,Action,Hitman: Agent 47,2.354654,2015.0,75759810.18568349,5.5
32199985.8320062,Crime,Hitman: Agent 47,2.354654,2015.0,75759810.18568349,5.5
32199985.8320062,Thriller,Hitman: Agent 47,2.354654,2015.0,75759810.18568349,5.5
91999959.5200178,Thriller,In the Heart of the Sea,2.345821,2015.0,86315059.3813738,6.4
91999959.5200178,Drama,In the Heart of the Sea,2.345821,2015.0,86315059.3813738,6.4
91999959.5200178,Adventure,In the Heart of the Sea,2.345821,2015.0,86315059.3813738,6.4
91999959.5200178,Action,In the Heart of the Sea,2.345821,2015.0,86315059.3813738,6.4
91999959.5200178,History,In the Heart of the Sea,2.345821,2015.0,86315059.3813738,6.4
18399991.9040035,Crime,Survivor,2.331636,2015.0,0.0,5.4
18399991.9040035,Thriller,Survivor,2.331636,2015.0,0.0,5.4
18399991.9040035,Action,Survivor,2.331636,2015.0,0.0,5.4
32199985.8320062,Drama,Creed,2.3315669999999997,2015.0,126900665.803707,7.3
32199985.8320062,Comedy,Trainwreck,2.31767,2015.0,129532072.56588799,6.1
11959994.737602301,Drama,Eye in the Sky,2.29573,2015.0,30220316.9030605,7.2
11959994.737602301,Thriller,Eye in the Sky,2.29573,2015.0,30220316.9030605,7.2
11959994.737602301,War,Eye in the Sky,2.29573,2015.0,30220316.9030605,7.2
22999989.8800044,Crime,Legend,2.28135,2015.0,39535137.0845396,6.7
22999989.8800044,Thriller,Legend,2.28135,2015.0,39535137.0845396,6.7
0.0,Thriller,Beyond the Reach,2.2720439999999997,2015.0,42223.381421712096,5.5
137999939.280026,Adventure,Pan,2.234573,2015.0,118117202.42843,5.9
137999939.280026,Family,Pan,2.234573,2015.0,118117202.42843,5.9
137999939.280026,Fantasy,Pan,2.234573,2015.0,118117202.42843,5.9
0.0,Action,Mythica: The Darkspore,2.165433,2015.0,0.0,5.1
0.0,Adventure,Mythica: The Darkspore,2.165433,2015.0,0.0,5.1
0.0,Fantasy,Mythica: The Darkspore,2.165433,2015.0,0.0,5.1
0.0,Comedy,Me and Earl and the Dying Girl,2.141506,2015.0,0.0,7.7
0.0,Drama,Me and Earl and the Dying Girl,2.141506,2015.0,0.0,7.7
91079959.92481759,Adventure,The Peanuts Movie,2.140199,2015.0,226534364.284879,6.4
91079959.92481759,Animation,The Peanuts Movie,2.140199,2015.0,226534364.284879,6.4
91079959.92481759,Comedy,The Peanuts Movie,2.140199,2015.0,226534364.284879,6.4
91079959.92481759,Family,The Peanuts Movie,2.140199,2015.0,226534364.284879,6.4
32199985.8320062,Drama,Concussion,2.121884,2015.0,44733666.5571867,6.9
22999989.8800044,Comedy,The Night Before,2.096273,2015.0,48204295.110110104,6.1
2299998.98800044,Drama,Knock Knock,2.0809349999999998,2015.0,4796917.44935632,4.8
2299998.98800044,Horror,Knock Knock,2.0809349999999998,2015.0,4796917.44935632,4.8
2299998.98800044,Thriller,Knock Knock,2.0809349999999998,2015.0,4796917.44935632,4.8
31279986.236806,Romance,The Longest Ride,2.070708,2015.0,57972193.012235,7.3
31279986.236806,Drama,The Longest Ride,2.070708,2015.0,57972193.012235,7.3
73599967.61601421,Animation,Hotel Transylvania 2,2.060162,2015.0,428888671.76898396,6.8
73599967.61601421,Comedy,Hotel Transylvania 2,2.060162,2015.0,428888671.76898396,6.8
73599967.61601421,Family,Hotel Transylvania 2,2.060162,2015.0,428888671.76898396,6.8
15639993.118403,Family,Love the Coopers,2.055572,2015.0,22079990.2848042,5.3
15639993.118403,Comedy,Love the Coopers,2.055572,2015.0,22079990.2848042,5.3
32199985.8320062,Adventure,The Walk,2.049886,2015.0,56287361.873560704,6.8
32199985.8320062,Drama,The Walk,2.049886,2015.0,56287361.873560704,6.8
32199985.8320062,Thriller,The Walk,2.049886,2015.0,56287361.873560704,6.8
10119995.5472019,Action,Tracers,2.0266509999999998,2015.0,1714249.04573042,5.9
10119995.5472019,Crime,Tracers,2.0266509999999998,2015.0,1714249.04573042,5.9
10119995.5472019,Drama,Tracers,2.0266509999999998,2015.0,1714249.04573042,5.9
28519987.4512055,Adventure,Vacation,2.000338,2015.0,96033410.70529921,6.1
28519987.4512055,Comedy,Vacation,2.000338,2015.0,96033410.70529921,6.1
32199985.8320062,Horror,Poltergeist,1.984529,2015.0,87802915.846717,5.0
32199985.8320062,Thriller,Poltergeist,1.984529,2015.0,87802915.846717,5.0
3679998.38080071,Horror,Maggie,1.9800389999999999,2015.0,172142.964257095,5.1
0.0,Drama,Equals,1.9597650000000002,2015.0,1839999.19040035,5.6
0.0,Romance,Equals,1.9597650000000002,2015.0,1839999.19040035,5.6
0.0,Science Fiction,Equals,1.9597650000000002,2015.0,1839999.19040035,5.6
45999979.7600089,Crime,Child 44,1.95632,2015.0,3058382.2543117995,5.9
45999979.7600089,Thriller,Child 44,1.95632,2015.0,3058382.2543117995,5.9
4599997.97600089,Thriller,The Gift,1.926739,2015.0,54260336.885451704,6.6
4599997.97600089,Mystery,The Gift,1.926739,2015.0,54260336.885451704,6.6
45999979.7600089,Comedy,Daddy's Home,1.904898,2015.0,221131463.342156,5.7
0.0,Fantasy,Mythica: The Necromancer,1.876037,2015.0,0.0,5.4
0.0,Action,Mythica: The Necromancer,1.876037,2015.0,0.0,5.4
0.0,Adventure,Mythica: The Necromancer,1.876037,2015.0,0.0,5.4
9199995.95200178,Thriller,Vice,1.872696,2015.0,0.0,4.1
9199995.95200178,Science Fiction,Vice,1.872696,2015.0,0.0,4.1
9199995.95200178,Action,Vice,1.872696,2015.0,0.0,4.1
9199995.95200178,Adventure,Vice,1.872696,2015.0,0.0,4.1
58879974.0928114,Adventure,The Little Prince,1.865007,2015.0,89765510.50317529,7.5
58879974.0928114,Animation,The Little Prince,1.865007,2015.0,89765510.50317529,7.5
58879974.0928114,Fantasy,The Little Prince,1.865007,2015.0,89765510.50317529,7.5
0.0,Adventure,Alvin and the Chipmunks: The Road Chip,1.841779,2015.0,215055014.135793,5.7
0.0,Animation,Alvin and the Chipmunks: The Road Chip,1.841779,2015.0,215055014.135793,5.7
0.0,Comedy,Alvin and the Chipmunks: The Road Chip,1.841779,2015.0,215055014.135793,5.7
0.0,Family,Alvin and the Chipmunks: The Road Chip,1.841779,2015.0,215055014.135793,5.7
10975595.1707381,Drama,The Dressmaker,1.82313,2015.0,16872792.5759712,6.9
7819996.55920151,Romance,The DUFF,1.758618,2015.0,40046325.65961671,6.8
7819996.55920151,Comedy,The DUFF,1.758618,2015.0,40046325.65961671,6.8
9199995.95200178,Horror,Sinister 2,1.742286,2015.0,48651435.1533685,5.5
27599987.856005296,Action,Paul Blart: Mall Cop 2,1.73518,2015.0,98989419.0846556,5.3
27599987.856005296,Adventure,Paul Blart: Mall Cop 2,1.73518,2015.0,98989419.0846556,5.3
27599987.856005296,Comedy,Paul Blart: Mall Cop 2,1.73518,2015.0,98989419.0846556,5.3
27599987.856005296,Family,Paul Blart: Mall Cop 2,1.73518,2015.0,98989419.0846556,5.3
0.0,Adventure,Frozen Fever,1.7247119999999898,2015.0,0.0,7.0
0.0,Animation,Frozen Fever,1.7247119999999898,2015.0,0.0,7.0
0.0,Family,Frozen Fever,1.7247119999999898,2015.0,0.0,7.0
0.0,Action,High-Rise,1.661789,2015.0,0.0,5.4
0.0,Drama,High-Rise,1.661789,2015.0,0.0,5.4
0.0,Science Fiction,High-Rise,1.661789,2015.0,0.0,5.4
3679998.38080071,Thriller,The Boy Next Door,1.6510779999999898,2015.0,46150034.4539848,3.9
0.0,Thriller,Spooks: The Greater Good,1.646664,2015.0,0.0,5.6
0.0,Action,Spooks: The Greater Good,1.646664,2015.0,0.0,5.6
27599987.856005296,Comedy,Entourage,1.532997,2015.0,45322311.73818279,6.2
21159990.689604,Comedy,The Wedding Ringer,1.5100959999999999,2015.0,73415857.2970227,6.5
13799993.9280026,Comedy,Scouts Guide to the Zombie Apocalypse,1.499614,2015.0,13671898.704364501,6.2
13799993.9280026,Horror,Scouts Guide to the Zombie Apocalypse,1.499614,2015.0,13671898.704364501,6.2
4599997.97600089,Horror,The Visit,1.495112,2015.0,90574017.18743241,5.9
4599997.97600089,Thriller,The Visit,1.495112,2015.0,90574017.18743241,5.9
48759978.5456094,Crime,Black Mass,1.4832459999999899,2015.0,91793583.3708233,6.3
48759978.5456094,Drama,Black Mass,1.4832459999999899,2015.0,91793583.3708233,6.3
8187996.39728158,Crime,Heist,1.449072,2015.0,46125.099704956105,5.4
8187996.39728158,Action,Heist,1.449072,2015.0,46125.099704956105,5.4
8187996.39728158,Thriller,Heist,1.449072,2015.0,46125.099704956105,5.4
13799993.9280026,Horror,Krampus,1.448002,2015.0,56624785.5250943,5.9
13799993.9280026,Comedy,Krampus,1.448002,2015.0,56624785.5250943,5.9
13799993.9280026,Fantasy,Krampus,1.448002,2015.0,56624785.5250943,5.9
18399991.9040035,Drama,Dark Places,1.443406,2015.0,191900.87556361398,5.7
18399991.9040035,Mystery,Dark Places,1.443406,2015.0,191900.87556361398,5.7
18399991.9040035,Thriller,Dark Places,1.443406,2015.0,191900.87556361398,5.7
4599997.97600089,Action,No Escape,1.41239,2015.0,50065340.2112503,6.7
4599997.97600089,Thriller,No Escape,1.41239,2015.0,50065340.2112503,6.7
643999.716640124,Crime,Dope,1.40805,2015.0,16547831.2389542,7.3
643999.716640124,Drama,Dope,1.40805,2015.0,16547831.2389542,7.3
643999.716640124,Comedy,Dope,1.40805,2015.0,16547831.2389542,7.3
25759988.665604897,Comedy,American Ultra,1.3882510000000001,2015.0,25951426.781372197,5.9
25759988.665604897,Action,American Ultra,1.3882510000000001,2015.0,25951426.781372197,5.9
10119995.5472019,Drama,Woman in Gold,1.388032,2015.0,56690166.216326796,7.3
0.0,Action,The Scorpion King: The Lost Throne,1.38032,2015.0,0.0,4.5
0.0,Fantasy,The Scorpion King: The Lost Throne,1.38032,2015.0,0.0,4.5
0.0,Adventure,The Scorpion King: The Lost Throne,1.38032,2015.0,0.0,4.5
27599987.856005296,Comedy,Sisters,1.3766049999999999,2015.0,96610126.25154442,5.9
11039995.1424021,Science Fiction,Project Almanac,1.360926,2015.0,29668368.665917702,6.3
11039995.1424021,Thriller,Project Almanac,1.360926,2015.0,29668368.665917702,6.3
0.0,Comedy,Absolutely Anything,1.360827,2015.0,4774472.21923222,5.8
0.0,Science Fiction,Absolutely Anything,1.360827,2015.0,4774472.21923222,5.8
22999989.8800044,Thriller,The Transporter Refueled,1.3558219999999999,2015.0,66819266.9995225,5.3
22999989.8800044,Action,The Transporter Refueled,1.3558219999999999,2015.0,66819266.9995225,5.3
22999989.8800044,Crime,The Transporter Refueled,1.3558219999999999,2015.0,66819266.9995225,5.3
50599977.7360098,Mystery,Crimson Peak,1.345982,2015.0,68705406.0096213,6.4
50599977.7360098,Thriller,Crimson Peak,1.345982,2015.0,68705406.0096213,6.4
50599977.7360098,Fantasy,Crimson Peak,1.345982,2015.0,68705406.0096213,6.4
50599977.7360098,Horror,Crimson Peak,1.345982,2015.0,68705406.0096213,6.4
50599977.7360098,Drama,Crimson Peak,1.345982,2015.0,68705406.0096213,6.4
0.0,Thriller,Everly,1.342839,2015.0,0.0,5.1
0.0,Action,Everly,1.342839,2015.0,0.0,5.1
13615994.0089626,Comedy,Magic Mike XXL,1.338481,2015.0,112619962.88721599,6.3
13615994.0089626,Drama,Magic Mike XXL,1.338481,2015.0,112619962.88721599,6.3
